# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000011590.14	ZBTB32	protein_coding	15	8	7	0.4049	0.1162	0.1149
ENSG00000011600.12	TYROBP	protein_coding	2508	1244	1267	204.4242	58.6736	58.0323
ENSG00000011638.11	TMEM159	protein_coding	657	337	320	18.9879	5.4499	5.3903
ENSG00000011677.13	GABRA3	protein_coding	216	106	110	3.8478	1.1044	1.0923
ENSG00000012048.23	BRCA1	protein_coding	671	318	358	5.3305	1.5300	1.5132
ENSG00000012061.16	ERCC1	protein_coding	2692	1914	1977	35.6979	10.2460	10.1340
ENSG00000012124.17	CD22	protein_coding	29	19	10	0.3478	0.0998	0.0987
ENSG00000012171.20	SEMA3B	protein_coding	1865	961	912	23.9037	6.8608	6.7858
ENSG00000012174.12	MBTPS2	protein_coding	1229	600	629	10.1574	2.9154	2.8835
ENSG00000012211.13	PRICKLE3	protein_coding	47	335	312	0.9504	0.2728	0.2698
ENSG00000012223.13	LTF	protein_coding	267	134	135	4.9483	1.4203	1.4047
ENSG00000012232.9	EXTL3	protein_coding	7384	3706	3684	41.8434	12.0098	11.8786
ENSG00000012504.15	NR1H4	protein_coding	38	22	16	0.7743	0.2222	0.2198
ENSG00000012660.14	ELOVL5	protein_coding	6676	3308	3369	129.4380	37.1511	36.7451
ENSG00000012779.11	ALOX5	protein_coding	306	136	171	6.0649	1.7407	1.7217
ENSG00000012817.16	KDM5D	protein_coding	1338	697	654	10.4530	3.0002	2.9674
ENSG00000012822.16	CALCOCO1	protein_coding	4714	2344	2376	39.1660	11.2414	11.1185
ENSG00000012963.15	UBR7	protein_coding	3323	1647	1677	70.0098	20.0941	19.8745
ENSG00000012983.11	MAP4K5	protein_coding	2015	1095	1043	19.5493	5.6110	5.5497
ENSG00000013016.16	EHD3	protein_coding	2689	1364	1325	41.2008	11.8254	11.6962
ENSG00000013275.8	PSMC4	protein_coding	7478	3637	3843	216.7991	62.2254	61.5453
ENSG00000013288.9	MAN2B2	protein_coding	2824	1384	1442	23.5000	6.7450	6.6712
ENSG00000013293.6	SLC7A14	protein_coding	99	78	57	0.6973	0.2001	0.1980
ENSG00000013297.12	CLDN11	protein_coding	1383	670	714	23.6619	6.7914	6.7172
ENSG00000013306.16	SLC25A39	protein_coding	8354	4102	4259	175.1557	50.2730	49.7235
ENSG00000013364.19	MVP	protein_coding	2690	1365	1330	32.3836	9.2947	9.1931
ENSG00000013374.16	NUB1	protein_coding	2603	1447	1542	35.5639	10.2075	10.0959
ENSG00000013375.16	PGM3	protein_coding	2778	1979	1964	27.4637	7.8826	7.7964
ENSG00000013392.8	RWDD2A	protein_coding	1749	868	881	34.3065	9.8466	9.7390
ENSG00000013441.16	CLK1	protein_coding	2904	1466	1439	41.5258	11.9187	11.7884
ENSG00000013503.10	POLR3B	protein_coding	1341	698	782	20.7924	5.9678	5.9026
ENSG00000013523.11	ANGEL1	protein_coding	1874	1045	1013	21.2325	6.0941	6.0275
ENSG00000013561.18	RNF14	protein_coding	2487	1298	1308	36.8605	10.5797	10.4640
ENSG00000013563.14	DNASE1L1	protein_coding	275	657	630	4.9202	1.4122	1.3968
ENSG00000013573.17	DDX11	protein_coding	1563	779	785	13.8102	3.9638	3.9205
ENSG00000013583.10	HEBP1	protein_coding	466	252	220	10.0498	2.8845	2.8530
ENSG00000013588.9	GPRC5A	protein_coding	330	178	153	3.1837	0.9138	0.9038
ENSG00000013619.14	MAMLD1	protein_coding	2643	1318	1325	32.7951	9.4128	9.3099
ENSG00000013725.14	CD6	protein_coding	13	9	11	0.1613	0.0463	0.0458
ENSG00000013810.20	TACC3	protein_coding	2374	1199	1223	21.4398	6.1536	6.0864
ENSG00000014123.10	UFL1	protein_coding	1899	958	947	30.9298	8.8774	8.7804
ENSG00000014138.9	POLA2	protein_coding	362	173	196	4.8064	1.3795	1.3645
ENSG00000014164.7	ZC3H3	protein_coding	2822	1384	1441	56.0673	16.0924	15.9165
ENSG00000014216.16	CAPN1	protein_coding	7653	3964	3774	75.3764	21.6344	21.3980
ENSG00000014257.16	ACP3	protein_coding	18	7	11	0.3109	0.0892	0.0883
ENSG00000014641.21	MDH1	protein_coding	7198	3651	3559	106.6408	30.6079	30.2734
ENSG00000014824.14	SLC30A9	protein_coding	4452	2258	2198	45.7188	13.1222	12.9787
ENSG00000014914.21	MTMR11	protein_coding	1789	860	931	28.9279	8.3028	8.2121
ENSG00000014919.13	COX15	protein_coding	1739	905	906	24.6523	7.0757	6.9983
ENSG00000015133.19	CCDC88C	protein_coding	902	478	425	5.3665	1.5403	1.5234
ENSG00000015153.15	YAF2	protein_coding	2517	1272	1245	17.1675	4.9274	4.8735
ENSG00000015171.20	ZMYND11	protein_coding	6012	3013	2999	83.4664	23.9564	23.6946
ENSG00000015285.11	WAS	protein_coding	389	199	190	12.1805	3.4960	3.4578
ENSG00000015413.9	DPEP1	protein_coding	274	143	131	7.4010	2.1242	2.1010
ENSG00000015475.19	BID	protein_coding	4163	2036	2129	69.6300	19.9851	19.7667
ENSG00000015479.20	MATR3	protein_coding	40	24	16	0.2451	0.0704	0.0696
ENSG00000015520.15	NPC1L1	protein_coding	13	10	6	0.1825	0.0524	0.0518
ENSG00000015532.10	XYLT2	protein_coding	1503	716	790	20.3060	5.8282	5.7645
ENSG00000015568.13	RGPD5	protein_coding	7	4	4	0.0365	0.0105	0.0104
ENSG00000015592.16	STMN4	protein_coding	1562	803	760	35.0566	10.0619	9.9519
ENSG00000015676.18	NUDCD3	protein_coding	7542	3802	3744	56.3600	16.1764	15.9996
ENSG00000016082.15	ISL1	protein_coding	2	2	0	0.0525	0.0151	0.0149
ENSG00000016391.11	CHDH	protein_coding	579	355	357	5.4969	1.5777	1.5605
ENSG00000016402.13	IL20RA	protein_coding	8	3	5	0.1250	0.0359	0.0355
ENSG00000016490.16	CLCA1	protein_coding	1	0	1	0.0223	0.0064	0.0063
ENSG00000016602.9	CLCA4	protein_coding	17	13	6	0.3646	0.1046	0.1035
ENSG00000016864.18	GLT8D1	protein_coding	3636	1906	1821	71.0558	20.3944	20.1715
ENSG00000017260.20	ATP2C1	protein_coding	4194	2287	2281	36.4343	10.4573	10.3430
ENSG00000017427.17	IGF1	protein_coding	24	52	48	0.2186	0.0628	0.0621
ENSG00000017483.15	SLC38A5	protein_coding	2453	1217	1238	45.1336	12.9542	12.8126
ENSG00000017797.13	RALBP1	protein_coding	2191	1090	1117	20.1439	5.7817	5.7185
ENSG00000018189.13	RUFY3	protein_coding	10716	5426	5392	84.2337	24.1767	23.9124
ENSG00000018236.15	CNTN1	protein_coding	24238	12231	12007	239.1725	68.6470	67.8967
ENSG00000018280.17	SLC11A1	protein_coding	600	293	308	5.1126	1.4674	1.4514
ENSG00000018408.15	WWTR1	protein_coding	2639	1323	1410	23.3566	6.7038	6.6305
ENSG00000018510.17	AGPS	protein_coding	2239	1201	1125	18.7268	5.3749	5.3162
ENSG00000018607.7	ZNF806	transcribed_unprocessed_pseudogene	14	5	9	0.2006	0.0576	0.0570
ENSG00000018610.15	CXorf56	protein_coding	1370	685	686	39.2414	11.2630	11.1399
ENSG00000018625.15	ATP1A2	protein_coding	27320	13689	13646	320.6935	92.0451	91.0391
ENSG00000018699.13	TTC27	protein_coding	1020	507	513	21.9016	6.2862	6.2175
ENSG00000018869.17	ZNF582	protein_coding	239	166	183	5.2743	1.5138	1.4973
ENSG00000019102.12	VSIG2	protein_coding	12	5	7	0.6131	0.1760	0.1740
ENSG00000019144.19	PHLDB1	protein_coding	6142	4284	4151	20.9104	6.0017	5.9361
ENSG00000019169.10	MARCO	protein_coding	8	3	5	0.2845	0.0817	0.0808
ENSG00000019186.10	CYP24A1	protein_coding	1	1	0	0.0185	0.0053	0.0053
ENSG00000019485.13	PRDM11	protein_coding	854	413	441	4.5291	1.2999	1.2857
ENSG00000019505.8	SYT13	protein_coding	125	74	61	1.6972	0.4871	0.4818
ENSG00000019549.13	SNAI2	protein_coding	265	122	143	5.9711	1.7138	1.6951
ENSG00000019582.15	CD74	protein_coding	34376	16721	17788	531.6669	152.5984	150.9305
ENSG00000019991.18	HGF	protein_coding	78	36	42	0.5912	0.1697	0.1678
ENSG00000019995.6	ZRANB1	protein_coding	666	1103	1089	8.2157	2.3580	2.3323
ENSG00000020129.16	NCDN	protein_coding	2342	1224	1209	35.2127	10.1067	9.9962
ENSG00000020181.18	ADGRA2	protein_coding	791	870	994	8.2549	2.3693	2.3434
ENSG00000020219.9	CCT8L1P	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000020256.20	ZFP64	protein_coding	1169	594	575	12.7279	3.6531	3.6132
ENSG00000020426.11	MNAT1	protein_coding	819	390	435	15.6171	4.4824	4.4334
ENSG00000020577.14	SAMD4A	protein_coding	2880	1441	1443	17.2638	4.9550	4.9009
ENSG00000020633.19	RUNX3	protein_coding	147	71	81	2.2079	0.6337	0.6268
ENSG00000020922.13	MRE11	protein_coding	1031	526	506	9.9323	2.8508	2.8196
ENSG00000021300.14	PLEKHB1	protein_coding	27407	13676	13737	410.7358	117.8889	116.6004
ENSG00000021355.13	SERPINB1	protein_coding	598	290	308	14.5091	4.1644	4.1189
ENSG00000021461.17	CYP3A43	protein_coding	6	6	1	0.1682	0.0483	0.0478
ENSG00000021488.13	SLC7A9	protein_coding	13	7	7	0.3699	0.1062	0.1050
ENSG00000021574.13	SPAST	protein_coding	2114	1088	1030	16.4840	4.7312	4.6795
ENSG00000021645.20	NRXN3	protein_coding	117	55	62	0.5568	0.1598	0.1581
ENSG00000021762.20	OSBPL5	protein_coding	2024	991	1033	20.0229	5.7470	5.6841
ENSG00000021776.11	AQR	protein_coding	2498	1230	1269	13.7498	3.9465	3.9033
ENSG00000021826.17	CPS1	protein_coding	3064	1499	1566	20.5588	5.9008	5.8363
ENSG00000021852.13	C8B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000022267.19	FHL1	protein_coding	19244	9489	9762	242.6955	69.6582	68.8968
ENSG00000022277.13	RTF2	protein_coding	5560	2844	2720	101.1673	29.0369	28.7196
ENSG00000022355.18	GABRA1	protein_coding	7	3	4	0.0615	0.0176	0.0174
ENSG00000022556.16	NLRP2	protein_coding	9	4	5	0.1054	0.0303	0.0299
ENSG00000022567.10	SLC45A4	protein_coding	713	336	387	6.1235	1.7576	1.7383
ENSG00000022840.16	RNF10	protein_coding	10736	5328	5467	134.5249	38.6112	38.1892
ENSG00000022976.15	ZNF839	protein_coding	359	538	531	4.7478	1.3627	1.3478
ENSG00000023041.11	ZDHHC6	protein_coding	1838	966	890	36.2542	10.4056	10.2919
ENSG00000023171.18	GRAMD1B	protein_coding	1305	668	644	6.4559	1.8530	1.8327
ENSG00000023191.17	RNH1	protein_coding	5862	2910	2961	58.7699	16.8681	16.6837
ENSG00000023228.14	NDUFS1	protein_coding	6226	3448	3350	37.8084	10.8517	10.7331
ENSG00000023287.13	RB1CC1	protein_coding	1958	979	979	19.0138	5.4573	5.3977
ENSG00000023318.8	ERP44	protein_coding	1560	803	757	23.9868	6.8847	6.8094
ENSG00000023330.15	ALAS1	protein_coding	3477	1683	1796	101.3602	29.0923	28.7743
ENSG00000023445.16	BIRC3	protein_coding	116	63	53	1.1407	0.3274	0.3238
ENSG00000023516.9	AKAP11	protein_coding	2381	1182	1199	17.7533	5.0955	5.0398
ENSG00000023572.10	GLRX2	protein_coding	1131	1006	1020	13.4643	3.8645	3.8223
ENSG00000023608.5	SNAPC1	protein_coding	647	321	326	18.4465	5.2945	5.2366
ENSG00000023697.13	DERA	protein_coding	3202	1574	1629	84.1519	24.1532	23.8892
ENSG00000023734.11	STRAP	protein_coding	11310	5692	5619	377.4861	108.3457	107.1615
ENSG00000023839.12	ABCC2	protein_coding	61	36	25	0.5754	0.1652	0.1634
ENSG00000023892.11	DEF6	protein_coding	164	90	74	4.7012	1.3493	1.3346
ENSG00000023902.14	PLEKHO1	protein_coding	7430	3765	3673	82.8615	23.7828	23.5229
ENSG00000023909.10	GCLM	protein_coding	745	378	368	10.1505	2.9134	2.8816
ENSG00000024048.11	UBR2	protein_coding	1616	827	791	13.4628	3.8641	3.8218
ENSG00000024422.12	EHD2	protein_coding	1121	550	575	21.5593	6.1879	6.1203
ENSG00000024526.17	DEPDC1	protein_coding	335	168	199	4.1948	1.2040	1.1908
ENSG00000024862.18	CCDC28A	protein_coding	491	246	245	29.1090	8.3548	8.2635
ENSG00000025039.15	RRAGD	protein_coding	5764	2932	2834	83.6357	24.0050	23.7427
ENSG00000025156.13	HSF2	protein_coding	1793	854	939	49.1486	14.1066	13.9524
ENSG00000025293.17	PHF20	protein_coding	2530	1267	1267	22.3410	6.4123	6.3422
ENSG00000025423.11	HSD17B6	protein_coding	205	148	147	6.6705	1.9146	1.8936
ENSG00000025434.19	NR1H3	protein_coding	594	393	435	9.6854	2.7799	2.7495
ENSG00000025708.14	TYMP	protein_coding	561	293	269	11.5205	3.3066	3.2705
ENSG00000025770.19	NCAPH2	protein_coding	4256	2412	2442	70.5629	20.2529	20.0315
ENSG00000025772.8	TOMM34	protein_coding	3205	1559	1648	120.0917	34.4686	34.0919
ENSG00000025796.14	SEC63	protein_coding	3799	2051	1922	32.6347	9.3668	9.2644
ENSG00000025800.14	KPNA6	protein_coding	3156	1545	1614	31.2885	8.9804	8.8822
ENSG00000026025.16	VIM	protein_coding	68026	82473	86788	971.6119	278.8710	275.8229
ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	104	45	64	0.8455	0.2427	0.2400
ENSG00000026103.22	FAS	protein_coding	79	54	53	1.0470	0.3005	0.2972
ENSG00000026297.16	RNASET2	protein_coding	782	372	411	3.8688	1.1104	1.0983
ENSG00000026508.20	CD44	protein_coding	13198	7130	7117	97.6490	28.0271	27.7208
ENSG00000026559.14	KCNG1	protein_coding	150	104	91	2.0479	0.5878	0.5814
ENSG00000026652.15	AGPAT4	protein_coding	2204	1093	1112	11.4319	3.2812	3.2453
ENSG00000026751.17	SLAMF7	protein_coding	34	18	17	0.5201	0.1493	0.1476
ENSG00000026950.17	BTN3A1	protein_coding	921	452	469	12.2925	3.5282	3.4896
ENSG00000027001.10	MIPEP	protein_coding	1003	515	501	21.8862	6.2817	6.2131
ENSG00000027075.15	PRKCH	protein_coding	308	165	146	2.5787	0.7401	0.7320
ENSG00000027644.5	INSRR	protein_coding	8	6	12	0.1137	0.0326	0.0323
ENSG00000027697.15	IFNGR1	protein_coding	5486	2792	2694	123.8010	35.5332	35.1448
ENSG00000027847.14	B4GALT7	protein_coding	2431	1206	1228	36.8430	10.5746	10.4591
ENSG00000027869.12	SH2D2A	protein_coding	25	11	18	0.7399	0.2124	0.2100
ENSG00000028116.18	VRK2	protein_coding	43	313	327	0.9003	0.2584	0.2556
ENSG00000028137.19	TNFRSF1B	protein_coding	874	436	438	17.1026	4.9088	4.8551
ENSG00000028203.18	VEZT	protein_coding	2631	1336	1296	22.1887	6.3686	6.2990
ENSG00000028277.21	POU2F2	protein_coding	102	43	59	0.8312	0.2386	0.2360
ENSG00000028310.18	BRD9	protein_coding	2877	1430	1447	22.2738	6.3930	6.3231
ENSG00000028528.15	SNX1	protein_coding	12409	6136	6277	93.7153	26.8981	26.6041
ENSG00000028839.10	TBPL1	protein_coding	1102	698	618	16.1677	4.6404	4.5897
ENSG00000029153.14	ARNTL2	protein_coding	269	137	147	2.8479	0.8174	0.8085
ENSG00000029363.17	BCLAF1	protein_coding	4799	2432	2367	37.2163	10.6818	10.5650
ENSG00000029364.12	SLC39A9	protein_coding	5431	4376	4183	56.2491	16.1445	15.9681
ENSG00000029534.21	ANK1	protein_coding	31	27	26	0.2123	0.0609	0.0603
ENSG00000029559.7	IBSP	protein_coding	235	125	113	11.0446	3.1700	3.1354
ENSG00000029639.11	TFB1M	protein_coding	281	199	205	5.0533	1.4504	1.4345
ENSG00000029725.17	RABEP1	protein_coding	2672	2380	2359	27.9837	8.0319	7.9441
ENSG00000029993.15	HMGB3	protein_coding	3148	1635	1513	59.4602	17.0662	16.8797
ENSG00000030066.13	NUP160	protein_coding	2328	1143	1186	20.0683	5.7600	5.6970
ENSG00000030110.13	BAK1	protein_coding	1094	660	676	36.5632	10.4943	10.3796
ENSG00000030304.14	MUSK	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000030419.16	IKZF2	protein_coding	317	162	155	1.9147	0.5495	0.5435
ENSG00000030582.18	GRN	protein_coding	13267	6523	6768	278.3229	79.8839	79.0108
ENSG00000031003.10	FAM13B	protein_coding	1287	775	762	13.9756	4.0113	3.9674
ENSG00000031081.11	ARHGAP31	protein_coding	9989	4909	5082	78.7788	22.6110	22.3639
ENSG00000031691.7	CENPQ	protein_coding	798	403	395	33.8857	9.7258	9.6195
ENSG00000031698.13	SARS1	protein_coding	12904	6505	6402	247.8498	71.1376	70.3601
ENSG00000031823.14	RANBP3	protein_coding	6072	3088	3067	60.2947	17.3057	17.1166
ENSG00000032219.19	ARID4A	protein_coding	895	454	442	8.8825	2.5495	2.5216
ENSG00000032389.13	EIPR1	protein_coding	3309	1649	1661	42.7450	12.2686	12.1345
ENSG00000032444.17	PNPLA6	protein_coding	5301	2622	2689	54.7263	15.7075	15.5358
ENSG00000032742.18	IFT88	protein_coding	1165	572	593	14.2382	4.0866	4.0420
ENSG00000033011.13	ALG1	protein_coding	1055	1282	1297	14.4810	4.1563	4.1109
ENSG00000033030.15	ZCCHC8	protein_coding	1251	629	624	10.1353	2.9090	2.8772
ENSG00000033050.9	ABCF2	protein_coding	1697	829	870	24.3227	6.9811	6.9048
ENSG00000033100.16	CHPF2	protein_coding	3575	1856	1805	62.8524	18.0398	17.8427
ENSG00000033122.21	LRRC7	protein_coding	90	50	41	0.2215	0.0636	0.0629
ENSG00000033170.17	FUT8	protein_coding	1892	984	949	20.0506	5.7549	5.6920
ENSG00000033178.13	UBA6	protein_coding	2159	1044	1115	13.9912	4.0157	3.9719
ENSG00000033327.13	GAB2	protein_coding	4078	2066	2138	44.4990	12.7720	12.6325
ENSG00000033627.17	ATP6V0A1	protein_coding	5699	2868	2842	38.5611	11.0678	10.9468
ENSG00000033800.14	PIAS1	protein_coding	1449	971	1033	10.0613	2.8878	2.8562
ENSG00000033867.16	SLC4A7	protein_coding	766	394	372	5.8891	1.6903	1.6718
ENSG00000034053.14	APBA2	protein_coding	11739	5794	5952	126.3426	36.2627	35.8664
ENSG00000034152.19	MAP2K3	protein_coding	1085	531	555	21.2483	6.0987	6.0320
ENSG00000034239.11	EFCAB1	protein_coding	12	5	7	0.1524	0.0437	0.0433
ENSG00000034510.6	TMSB10	protein_coding	40910	20869	20743	6560.5568	1883.0037	1862.4227
ENSG00000034533.12	ASTE1	protein_coding	497	445	427	10.7215	3.0773	3.0436
ENSG00000034677.13	RNF19A	protein_coding	5015	2800	2771	63.3547	18.1840	17.9852
ENSG00000034693.15	PEX3	protein_coding	787	383	406	20.5589	5.9008	5.8363
ENSG00000034713.8	GABARAPL2	protein_coding	9220	4520	4704	226.4522	64.9961	64.2857
ENSG00000034971.17	MYOC	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000035115.22	SH3YL1	protein_coding	791	379	432	5.2531	1.5077	1.4913
ENSG00000035141.8	FAM136A	protein_coding	1714	948	921	41.0608	11.7852	11.6564
ENSG00000035403.18	VCL	protein_coding	3500	1907	2011	25.8957	7.4326	7.3513
ENSG00000035499.13	DEPDC1B	protein_coding	539	297	262	10.4696	3.0050	2.9721
ENSG00000035664.11	DAPK2	protein_coding	420	203	233	2.2811	0.6547	0.6476
ENSG00000035681.9	NSMAF	protein_coding	1693	848	845	20.2854	5.8223	5.7587
ENSG00000035687.10	ADSS2	protein_coding	1417	716	702	30.4437	8.7379	8.6424
ENSG00000035720.8	STAP1	protein_coding	12	7	5	0.4547	0.1305	0.1291
ENSG00000035862.12	TIMP2	protein_coding	21972	13398	13272	288.3646	82.7661	81.8615
ENSG00000035928.16	RFC1	protein_coding	3036	1496	1542	33.4048	9.5878	9.4830
ENSG00000036054.13	TBC1D23	protein_coding	2269	1107	1162	32.4080	9.3017	9.2000
ENSG00000036257.13	CUL3	protein_coding	3467	2374	2370	22.2782	6.3943	6.3244
ENSG00000036448.10	MYOM2	protein_coding	774	397	377	8.1095	2.3276	2.3021
ENSG00000036473.8	OTC	protein_coding	32	20	12	1.4057	0.4034	0.3990
ENSG00000036530.9	CYP46A1	protein_coding	526	294	294	4.1554	1.1927	1.1796
ENSG00000036549.13	ZZZ3	protein_coding	2195	1109	1087	18.0143	5.1705	5.1139
ENSG00000036565.15	SLC18A1	protein_coding	939	485	455	17.7542	5.0958	5.0401
ENSG00000036672.16	USP2	protein_coding	1452	841	850	23.7330	6.8118	6.7374
ENSG00000036828.17	CASR	protein_coding	0	0	3	0.0000	0.0000	0.0000
ENSG00000037042.9	TUBG2	protein_coding	1417	713	706	37.5069	10.7652	10.6475
ENSG00000037241.7	RPL26L1	protein_coding	1676	839	844	106.4469	30.5523	30.2183
ENSG00000037280.16	FLT4	protein_coding	879	429	452	7.3411	2.1070	2.0840
ENSG00000037474.15	NSUN2	protein_coding	2263	1344	1240	30.3851	8.7211	8.6258
ENSG00000037637.11	FBXO42	protein_coding	2205	1071	1136	18.0944	5.1934	5.1367
ENSG00000037749.12	MFAP3	protein_coding	842	423	423	7.9856	2.2920	2.2670
ENSG00000037757.14	MRI1	protein_coding	1050	1374	1380	22.3961	6.4281	6.3579
ENSG00000037897.17	METTL1	protein_coding	1288	675	638	48.9060	14.0369	13.8835
ENSG00000037965.6	HOXC8	protein_coding	241	134	107	7.3714	2.1157	2.0926
ENSG00000038002.9	AGA	protein_coding	556	274	282	15.7790	4.5289	4.4794
ENSG00000038210.14	PI4K2B	protein_coding	790	374	416	15.8490	4.5490	4.4992
ENSG00000038219.13	BOD1L1	protein_coding	967	457	510	4.5069	1.2936	1.2794
ENSG00000038274.17	MAT2B	protein_coding	3028	1559	1469	43.5941	12.5123	12.3756
ENSG00000038295.8	TLL1	protein_coding	3	1	2	0.0274	0.0079	0.0078
ENSG00000038358.15	EDC4	protein_coding	2002	985	1018	24.1050	6.9186	6.8430
ENSG00000038382.20	TRIO	protein_coding	7096	3627	3549	29.3727	8.4305	8.3384
ENSG00000038427.16	VCAN	protein_coding	13639	7718	7706	68.6954	19.7169	19.5014
ENSG00000038532.16	CLEC16A	protein_coding	1850	952	899	10.9213	3.1346	3.1004
ENSG00000038945.15	MSR1	protein_coding	1105	568	537	10.4571	3.0014	2.9686
ENSG00000039068.19	CDH1	protein_coding	203	118	114	2.4590	0.7058	0.6981
ENSG00000039123.16	MTREX	protein_coding	2418	1880	1795	28.1644	8.0837	7.9954
ENSG00000039139.9	DNAH5	protein_coding	15	6	10	0.0673	0.0193	0.0191
ENSG00000039319.17	ZFYVE16	protein_coding	974	812	746	4.6486	1.3342	1.3196
ENSG00000039523.20	RIPOR1	protein_coding	2098	1591	1479	23.0498	6.6157	6.5434
ENSG00000039537.14	C6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000039560.14	RAI14	protein_coding	1256	651	623	12.2483	3.5155	3.4771
ENSG00000039600.11	SOX30	protein_coding	5	3	3	0.1059	0.0304	0.0301
ENSG00000039650.12	PNKP	protein_coding	870	1469	1537	14.1513	4.0617	4.0173
ENSG00000039987.7	BEST2	protein_coding	6	5	6	0.1676	0.0481	0.0476
ENSG00000040199.18	PHLPP2	protein_coding	444	271	287	2.6274	0.7541	0.7459
ENSG00000040275.17	SPDL1	protein_coding	711	353	358	11.0080	3.1595	3.1250
ENSG00000040341.18	STAU2	protein_coding	1970	990	981	16.2471	4.6632	4.6123
ENSG00000040487.13	SLC66A1	protein_coding	1172	574	599	32.2577	9.2586	9.1574
ENSG00000040531.16	CTNS	protein_coding	1846	1392	1450	27.5757	7.9147	7.8282
ENSG00000040608.14	RTN4R	protein_coding	247	124	123	5.8414	1.6766	1.6583
ENSG00000040633.13	PHF23	protein_coding	3747	1870	1880	101.3576	29.0915	28.7736
ENSG00000040731.10	CDH10	protein_coding	415	218	197	8.3826	2.4060	2.3797
ENSG00000040933.16	INPP4A	protein_coding	1631	839	792	9.1423	2.6240	2.5953
ENSG00000041353.10	RAB27B	protein_coding	1166	648	658	12.0493	3.4584	3.4206
ENSG00000041357.16	PSMA4	protein_coding	7132	3671	3463	75.3872	21.6376	21.4011
ENSG00000041515.16	MYO16	protein_coding	81	30	52	0.6792	0.1950	0.1928
ENSG00000041802.11	LSG1	protein_coding	1525	808	867	23.4828	6.7400	6.6663
ENSG00000041880.14	PARP3	protein_coding	1857	909	949	46.8871	13.4575	13.3104
ENSG00000041982.16	TNC	protein_coding	9270	4658	4779	71.0984	20.4066	20.1835
ENSG00000041988.15	THAP3	protein_coding	1247	1149	1193	22.6397	6.4980	6.4270
ENSG00000042062.13	RIPOR3	protein_coding	220	99	121	2.7004	0.7751	0.7666
ENSG00000042088.14	TDP1	protein_coding	1302	666	636	15.4676	4.4395	4.3910
ENSG00000042286.15	AIFM2	protein_coding	183	110	86	2.6346	0.7562	0.7479
ENSG00000042304.12	C2orf83	protein_coding	1	1	0	0.0212	0.0061	0.0060
ENSG00000042317.17	SPATA7	protein_coding	513	292	292	5.5188	1.5840	1.5667
ENSG00000042429.12	MED17	protein_coding	532	320	323	2.3678	0.6796	0.6722
ENSG00000042445.14	RETSAT	protein_coding	2740	1413	1493	50.0282	14.3590	14.2021
ENSG00000042493.16	CAPG	protein_coding	2161	1120	1043	66.0436	18.9558	18.7486
ENSG00000042753.12	AP2S1	protein_coding	4044	1992	2058	191.8915	55.0765	54.4745
ENSG00000042781.14	USH2A	protein_coding	13	8	5	0.0466	0.0134	0.0132
ENSG00000042813.8	ZPBP	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000042832.12	TG	protein_coding	82	42	45	0.5446	0.1563	0.1546
ENSG00000042980.13	ADAM28	protein_coding	222	114	108	1.7613	0.5055	0.5000
ENSG00000043039.7	BARX2	protein_coding	50	23	28	0.9852	0.2828	0.2797
ENSG00000043093.15	DCUN1D1	protein_coding	2249	1193	1056	20.0151	5.7447	5.6819
ENSG00000043143.20	JADE2	protein_coding	1073	541	538	8.0313	2.3051	2.2799
